Price,Close,High,Low,Open,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,
2017-04-26,12472.7998046875,12486.2900390625,12442.3701171875,12466.5,87667300
2017-04-27,12443.7900390625,12478.2802734375,12426.990234375,12440.009765625,101179400
2017-04-28,12438.009765625,12462.1103515625,12414.099609375,12417.8896484375,101811900
2017-05-02,12507.900390625,12511.169921875,12433.509765625,12478.4599609375,85263200
2017-05-03,12527.83984375,12532.25,12477.8701171875,12502.3603515625,79318800
2017-05-04,12647.7802734375,12648.2197265625,12539.7099609375,12552.0595703125,102442000
2017-05-05,12716.8896484375,12718.66015625,12591.75,12601.4599609375,104480300
2017-05-08,12694.5498046875,12762.0400390625,12659.7001953125,12758.48046875,97719300
2017-05-09,12749.1201171875,12783.23046875,12703.9599609375,12732.740234375,109857600
2017-05-10,12757.4599609375,12776.080078125,12715.669921875,12728.9697265625,104830700
2017-05-11,12711.0595703125,12772.8798828125,12662.490234375,12767.1298828125,100141500
2017-05-12,12770.41015625,12771.0,12714.3798828125,12728.83984375,106195300
2017-05-15,12807.0400390625,12832.2900390625,12729.490234375,12824.0498046875,84466400
2017-05-16,12804.5302734375,12841.66015625,12776.01953125,12787.6904296875,77912000
2017-05-17,12631.6103515625,12786.8896484375,12587.4501953125,12700.1201171875,105679600
2017-05-18,12590.0595703125,12634.259765625,12489.9501953125,12608.1904296875,119778200
2017-05-19,12638.6904296875,12658.5498046875,12596.7197265625,12612.2998046875,118293100
2017-05-22,12619.4599609375,12670.259765625,12571.0595703125,12664.9697265625,73068700
2017-05-23,12659.150390625,12703.740234375,12593.330078125,12597.5400390625,88301200
2017-05-24,12642.8701171875,12662.0498046875,12617.759765625,12631.3896484375,71515700
2017-05-25,12621.7197265625,12697.66015625,12543.76953125,12693.83984375,57697300
2017-05-26,12602.1796875,12611.490234375,12529.509765625,12604.400390625,73290800
2017-05-29,12628.9501953125,12633.3701171875,12578.580078125,12588.7998046875,36925100
2017-05-30,12598.6796875,12648.099609375,12567.2197265625,12583.8203125,72307400
2017-05-31,12615.0595703125,12709.1298828125,12582.7998046875,12612.51953125,136040800
2017-06-01,12664.919921875,12677.599609375,12621.5302734375,12623.6103515625,87581100
2017-06-02,12822.9404296875,12878.58984375,12734.7802734375,12735.0,88411500
2017-06-06,12690.1201171875,12788.33984375,12679.580078125,12768.4599609375,81639700
2017-06-07,12672.490234375,12746.419921875,12640.51953125,12659.9697265625,123266300
2017-06-08,12713.580078125,12740.3603515625,12684.7099609375,12688.5400390625,97505300
2017-06-09,12815.7197265625,12821.0302734375,12711.5302734375,12711.5302734375,90523800
2017-06-12,12690.4404296875,12782.73046875,12666.3896484375,12760.3896484375,94035600
2017-06-13,12764.98046875,12790.2998046875,12727.830078125,12739.5,74520800
2017-06-14,12805.9501953125,12921.169921875,12788.7001953125,12798.259765625,103932600
2017-06-15,12691.8095703125,12804.4697265625,12620.900390625,12801.91015625,119859300
2017-06-16,12752.73046875,12762.349609375,12707.58984375,12746.0498046875,216892800
2017-06-19,12888.9501953125,12912.849609375,12833.009765625,12849.990234375,77935300
2017-06-20,12814.7900390625,12951.5400390625,12814.759765625,12938.0400390625,79018800
2017-06-21,12774.259765625,12804.419921875,12708.990234375,12792.3203125,69868700
2017-06-22,12794.0,12806.01953125,12717.2900390625,12758.66015625,71786400
2017-06-23,12733.41015625,12787.2197265625,12677.400390625,12757.9697265625,76118600
2017-06-26,12770.830078125,12841.3095703125,12752.75,12783.8896484375,68282500
2017-06-27,12671.01953125,12751.2001953125,12644.9501953125,12728.5,107010400
2017-06-28,12647.26953125,12671.2802734375,12536.8603515625,12586.0595703125,103590500
2017-06-29,12416.1904296875,12729.1796875,12396.1298828125,12707.48046875,115458700
2017-06-30,12325.1201171875,12459.6904296875,12319.0,12424.5,103836900
2017-07-03,12475.3095703125,12486.2900390625,12390.73046875,12396.33984375,77064400
2017-07-04,12437.1298828125,12481.8095703125,12411.5595703125,12413.599609375,64565700
2017-07-05,12453.6796875,12496.8203125,12406.6904296875,12432.41015625,82624300
2017-07-06,12381.25,12490.7197265625,12316.4296875,12474.509765625,112350300
2017-07-07,12388.6796875,12388.6796875,12339.91015625,12376.1904296875,79018600
2017-07-10,12445.919921875,12482.9501953125,12406.2001953125,12464.9599609375,69350000
2017-07-11,12437.01953125,12539.1796875,12417.849609375,12479.669921875,72659800
2017-07-12,12626.580078125,12648.1904296875,12468.16015625,12469.849609375,96765800
2017-07-13,12641.330078125,12676.51953125,12613.51953125,12614.1298828125,79125000
2017-07-14,12631.7197265625,12662.009765625,12577.330078125,12642.650390625,68298600
2017-07-17,12587.16015625,12656.1298828125,12542.9599609375,12652.3701171875,53127900
2017-07-18,12430.3896484375,12572.8603515625,12384.6103515625,12540.9296875,86983300
2017-07-19,12452.0498046875,12475.169921875,12418.669921875,12468.0595703125,75200200
2017-07-20,12447.25,12575.51953125,12392.1904296875,12514.83984375,104089900
2017-07-21,12240.0595703125,12464.1201171875,12190.8896484375,12424.7998046875,132722600
2017-07-24,12208.9501953125,12235.849609375,12142.009765625,12228.6298828125,86156000
2017-07-25,12264.3095703125,12301.669921875,12211.1396484375,12228.3203125,78204400
2017-07-26,12305.1103515625,12341.0302734375,12255.740234375,12260.2998046875,79222400
2017-07-27,12212.0400390625,12293.900390625,12176.01953125,12230.08984375,99753700
2017-07-28,12162.7001953125,12183.76953125,12098.5703125,12151.3798828125,90333400
2017-07-31,12118.25,12210.2998046875,12097.3603515625,12141.5302734375,86603200
2017-08-01,12251.2900390625,12302.3798828125,12092.0595703125,12147.8896484375,86925400
2017-08-02,12181.48046875,12275.0,12153.5400390625,12269.900390625,85734300
2017-08-03,12154.7197265625,12184.599609375,12099.1298828125,12130.759765625,78980400
2017-08-04,12297.7197265625,12321.98046875,12123.66015625,12138.08984375,95613700
2017-08-07,12257.169921875,12336.0,12225.76953125,12305.740234375,66014200
2017-08-08,12292.0498046875,12329.9697265625,12184.58984375,12239.7802734375,69019400
2017-08-09,12154.0,12227.51953125,12100.1201171875,12191.3701171875,114678900
2017-08-10,12014.2998046875,12158.919921875,11993.73046875,12158.6904296875,94920700
2017-08-11,12014.0595703125,12046.8896484375,11934.919921875,11961.599609375,91074000
2017-08-14,12165.1201171875,12195.4296875,12097.0,12100.169921875,77716000
2017-08-15,12177.0400390625,12234.6396484375,12156.8701171875,12208.2998046875,60311100
2017-08-16,12263.8603515625,12301.400390625,12240.830078125,12250.01953125,64669800
2017-08-17,12203.4599609375,12290.0498046875,12184.26953125,12236.599609375,74151700
2017-08-18,12165.1904296875,12178.08984375,12080.740234375,12103.509765625,87826700
2017-08-21,12065.990234375,12149.580078125,12021.7001953125,12105.7197265625,69988000
2017-08-22,12229.33984375,12234.7900390625,12124.150390625,12151.759765625,66555500
2017-08-23,12174.2998046875,12269.919921875,12155.740234375,12227.23046875,63958300
2017-08-24,12180.830078125,12254.75,12169.5400390625,12196.1796875,62852100
2017-08-25,12167.9404296875,12249.4404296875,12132.5,12194.73046875,57519600
2017-08-28,12123.4697265625,12173.5302734375,12064.3603515625,12105.490234375,34804100
2017-08-29,11945.8798828125,12032.3203125,11868.83984375,12031.1201171875,97873800
2017-08-30,12002.4697265625,12040.8203125,11989.6103515625,12026.4501953125,57255200
2017-08-31,12055.83984375,12115.5498046875,12034.1796875,12098.5703125,78301400
2017-09-01,12142.6396484375,12191.23046875,12085.3095703125,12101.150390625,73532600
2017-09-04,12102.2099609375,12138.41015625,12050.5302734375,12051.7998046875,43695300
2017-09-05,12123.7099609375,12210.25,12100.259765625,12125.419921875,65653200
2017-09-06,12214.5400390625,12260.759765625,12066.83984375,12071.900390625,83032800
2017-09-07,12296.6298828125,12363.599609375,12265.509765625,12284.1396484375,93698400
2017-09-08,12303.98046875,12321.6103515625,12245.330078125,12261.8095703125,61395700
2017-09-11,12475.240234375,12481.76953125,12381.330078125,12381.51953125,76820300
2017-09-12,12524.76953125,12558.0302734375,12512.58984375,12527.4404296875,85086300
2017-09-13,12553.5703125,12565.849609375,12489.25,12489.25,79884400
2017-09-14,12540.4501953125,12552.16015625,12499.5498046875,12524.1201171875,83038500
2017-09-15,12518.8095703125,12561.349609375,12506.9404296875,12525.3603515625,192005900
2017-09-18,12559.3896484375,12613.5595703125,12537.0703125,12593.5498046875,58346600
2017-09-19,12561.7900390625,12566.2001953125,12527.900390625,12556.4599609375,74220900
2017-09-20,12569.169921875,12593.25,12518.2197265625,12550.919921875,101687800
2017-09-21,12600.0302734375,12621.2802734375,12582.0400390625,12601.9501953125,100812400
2017-09-22,12592.349609375,12646.5595703125,12568.7998046875,12569.66015625,76471000
2017-09-25,12594.8095703125,12633.0595703125,12564.83984375,12573.349609375,78636700
2017-09-26,12605.2001953125,12629.9296875,12551.8701171875,12557.4404296875,73188900
2017-09-27,12657.41015625,12685.1904296875,12625.5498046875,12630.400390625,79754300
2017-09-28,12704.650390625,12708.7001953125,12666.0302734375,12682.3701171875,84947500
2017-09-29,12828.8603515625,12828.8603515625,12722.3798828125,12725.8701171875,104900700
2017-10-02,12902.650390625,12902.650390625,12849.58984375,12866.26953125,72676600
2017-10-04,12970.51953125,12976.240234375,12893.75,12955.8896484375,115228700
2017-10-05,12968.0498046875,12969.400390625,12933.5595703125,12950.1796875,78532500
2017-10-06,12955.9404296875,12993.5302734375,12941.150390625,12979.33984375,73029000
2017-10-09,12976.400390625,12996.6396484375,12943.5498046875,12975.8603515625,60873300
2017-10-10,12949.25,12980.4501953125,12909.2802734375,12959.7197265625,65253500
2017-10-11,12970.6796875,12976.3203125,12925.240234375,12965.2802734375,72867400
2017-10-12,12982.8896484375,13002.33984375,12945.0703125,12977.26953125,74255600
2017-10-13,12991.8701171875,13036.740234375,12964.349609375,12995.080078125,68144900
2017-10-16,13003.7001953125,13026.4501953125,13000.3798828125,13017.1796875,54658400
2017-10-17,12995.0595703125,13034.419921875,12967.349609375,12995.83984375,68180700
2017-10-18,13043.0302734375,13094.759765625,13003.919921875,13012.7998046875,63736500
2017-10-19,12990.099609375,13042.6201171875,12911.580078125,13036.2802734375,79869000
2017-10-20,12991.2802734375,13063.5703125,12956.419921875,13057.7802734375,81061300
2017-10-23,13003.1396484375,13069.400390625,12973.4296875,13014.5703125,59592200
2017-10-24,13013.1904296875,13055.650390625,12983.3798828125,12998.66015625,94414800
2017-10-25,12953.41015625,13049.4697265625,12931.2197265625,12998.4404296875,92501800
2017-10-26,13133.2802734375,13144.650390625,12940.830078125,12955.4296875,110206500
2017-10-27,13217.5400390625,13249.0302734375,13186.5498046875,13186.5498046875,103764300
2017-10-30,13229.5703125,13255.3798828125,13214.599609375,13227.849609375,71315000
2017-11-01,13465.509765625,13488.58984375,13341.2998046875,13342.4404296875,124587600
2017-11-02,13440.9296875,13460.8603515625,13405.91015625,13448.51953125,93972700
2017-11-03,13478.8603515625,13505.009765625,13430.2197265625,13476.5302734375,87298600
2017-11-06,13468.7900390625,13481.23046875,13441.66015625,13459.419921875,89626000
2017-11-07,13379.26953125,13525.5595703125,13369.849609375,13517.98046875,86286300
2017-11-08,13382.419921875,13419.76953125,13345.1103515625,13404.580078125,103230600
2017-11-09,13182.5595703125,13402.0498046875,13175.2197265625,13378.9599609375,140940000
2017-11-10,13127.4697265625,13216.9697265625,13111.650390625,13206.349609375,114956600
2017-11-13,13074.419921875,13163.9404296875,12960.650390625,13150.7802734375,101909100
2017-11-14,13033.48046875,13139.26953125,13000.150390625,13101.08984375,91396500
2017-11-15,12976.3701171875,12996.1201171875,12847.8798828125,12963.08984375,132081900
2017-11-16,13047.2197265625,13071.9404296875,13008.01953125,13024.3896484375,99945000
2017-11-17,12993.73046875,13089.7197265625,12984.669921875,13051.7099609375,100900300
2017-11-20,13058.66015625,13085.169921875,12926.1298828125,12932.8095703125,90392400
2017-11-21,13167.5400390625,13209.009765625,13026.76953125,13042.9404296875,100582100
2017-11-22,13015.0400390625,13191.9599609375,13008.9697265625,13171.3603515625,80286100
2017-11-23,13008.5498046875,13049.080078125,12921.150390625,12943.490234375,69158700
2017-11-24,13059.83984375,13160.8095703125,12981.6796875,13023.51953125,64031900
2017-11-27,13000.2001953125,13117.759765625,12989.3701171875,13036.740234375,64100100
2017-11-28,13059.5302734375,13071.009765625,12966.3798828125,13008.9404296875,66115200
2017-11-29,13061.8701171875,13196.150390625,13037.33984375,13153.740234375,93296900
2017-11-30,13023.98046875,13177.5703125,13023.98046875,13060.5595703125,126013900
2017-12-01,12861.490234375,13064.2900390625,12810.1298828125,13044.150390625,114375600
2017-12-04,13058.5498046875,13117.75,12974.3203125,13038.76953125,85813900
2017-12-05,13048.5400390625,13094.3798828125,12960.58984375,13056.8203125,81417900
2017-12-06,12998.849609375,13033.75,12864.6796875,12897.4296875,84631500
2017-12-07,13045.150390625,13083.080078125,12989.0,13026.2998046875,76453600
2017-12-08,13153.7001953125,13240.919921875,13136.7802734375,13146.8203125,104081300
2017-12-11,13123.650390625,13192.419921875,13112.8203125,13181.849609375,71491100
2017-12-12,13183.5302734375,13183.830078125,13079.8603515625,13131.41015625,76497200
2017-12-13,13125.6396484375,13188.0703125,13120.400390625,13148.51953125,119136800
2017-12-14,13068.080078125,13159.48046875,13011.9697265625,13107.1103515625,121549300
2017-12-15,13103.5595703125,13109.1298828125,13008.0703125,13027.83984375,183649900
2017-12-18,13312.2998046875,13331.9501953125,13206.1201171875,13211.6298828125,93660800
2017-12-19,13215.7900390625,13338.91015625,13213.1904296875,13314.73046875,73881500
2017-12-20,13069.169921875,13252.669921875,13026.1103515625,13244.26953125,79842200
2017-12-21,13109.740234375,13137.7099609375,13013.6298828125,13065.7900390625,70360200
2017-12-22,13072.7900390625,13108.5595703125,13059.8701171875,13076.759765625,52876700
2017-12-27,13070.01953125,13128.740234375,13020.4296875,13070.1904296875,44677000
2017-12-28,12979.9404296875,13069.400390625,12965.2802734375,13065.4599609375,43152100
2017-12-29,12917.6396484375,12980.740234375,12911.73046875,12980.08984375,42169200
2018-01-02,12871.3896484375,12924.16015625,12745.150390625,12897.6904296875,86049300
2018-01-03,12978.2099609375,13023.58984375,12893.0498046875,12916.1796875,84809300
2018-01-04,13167.8896484375,13208.349609375,13062.669921875,13065.98046875,101199400
2018-01-05,13319.6396484375,13332.7998046875,13219.1103515625,13219.1103515625,112555000
2018-01-08,13367.7802734375,13407.8203125,13334.16015625,13399.6201171875,95005300
2018-01-09,13385.58984375,13425.01953125,13361.2197265625,13383.259765625,94770400
2018-01-10,13281.33984375,13377.8798828125,13227.5703125,13355.2802734375,120334900
2018-01-11,13202.900390625,13298.650390625,13151.83984375,13281.2001953125,110577300
2018-01-12,13245.0302734375,13265.1396484375,13168.009765625,13241.2802734375,87893300
2018-01-15,13200.509765625,13250.3701171875,13173.7099609375,13244.3701171875,58326200
2018-01-16,13246.330078125,13351.08984375,13196.5595703125,13228.599609375,85801600
2018-01-17,13183.9599609375,13251.4404296875,13137.509765625,13200.919921875,88144100
2018-01-18,13281.4296875,13293.2900390625,13201.33984375,13250.25,89644100
2018-01-19,13434.4501953125,13445.4697265625,13294.8095703125,13297.740234375,108147200
2018-01-22,13463.6904296875,13470.0498046875,13410.9599609375,13435.1396484375,95295700
2018-01-23,13559.599609375,13596.8896484375,13517.8095703125,13577.1396484375,97239000
2018-01-24,13414.740234375,13576.83984375,13414.740234375,13572.7099609375,105385100
2018-01-25,13298.3603515625,13443.3603515625,13222.4697265625,13374.3798828125,106119200
2018-01-26,13340.169921875,13348.6904296875,13268.3095703125,13297.509765625,75829200
2018-01-29,13324.48046875,13370.01953125,13274.83984375,13358.900390625,78822500
2018-01-30,13197.7099609375,13309.8603515625,13171.91015625,13223.9697265625,115152700
2018-01-31,13189.48046875,13268.41015625,13159.349609375,13210.759765625,111852500
2018-02-01,13003.900390625,13301.41015625,12971.7802734375,13235.150390625,122880100
2018-02-02,12785.16015625,12954.58984375,12782.0703125,12954.58984375,140869300
2018-02-05,12687.490234375,12752.599609375,12622.4404296875,12687.7900390625,113937900
2018-02-06,12392.66015625,12550.16015625,12232.8603515625,12232.8603515625,204856800
2018-02-07,12590.4296875,12651.2802734375,12414.83984375,12478.6796875,153471100
2018-02-08,12260.2900390625,12541.3203125,12187.4501953125,12506.1796875,153991900
2018-02-09,12107.48046875,12296.1796875,12003.3603515625,12263.099609375,175812900
2018-02-12,12282.76953125,12379.16015625,12222.33984375,12238.6298828125,120024900
2018-02-13,12196.5,12300.6298828125,12196.2197265625,12282.759765625,94601100
2018-02-14,12339.16015625,12393.7099609375,12075.2099609375,12294.849609375,130713000
2018-02-15,12346.169921875,12479.9697265625,12275.0400390625,12425.4501953125,111934900
2018-02-16,12451.9599609375,12484.1201171875,12368.7099609375,12408.48046875,104230500
2018-02-19,12385.599609375,12505.490234375,12361.8603515625,12495.0703125,66917000
2018-02-20,12487.900390625,12496.099609375,12333.7900390625,12403.6298828125,87127600
2018-02-21,12470.490234375,12474.3701171875,12372.259765625,12457.2197265625,83382600
2018-02-22,12461.91015625,12497.7099609375,12283.7001953125,12358.8203125,104173000
2018-02-23,12483.7900390625,12513.3203125,12431.9404296875,12491.76953125,97926500
2018-02-26,12527.0400390625,12601.4599609375,12484.58984375,12566.0498046875,78303000
2018-02-27,12490.73046875,12577.5595703125,12436.1298828125,12573.650390625,89864600
2018-02-28,12435.849609375,12516.919921875,12417.9599609375,12427.4599609375,93391300
2018-03-01,12190.9404296875,12387.8798828125,12143.1396484375,12386.400390625,113680600
2018-03-02,11913.7099609375,12081.400390625,11877.66015625,12051.8896484375,120480800
2018-03-05,12090.8701171875,12110.1796875,11830.98046875,11831.5703125,109920600
2018-03-06,12113.8701171875,12259.580078125,12110.33984375,12229.2900390625,104517000
2018-03-07,12245.3603515625,12275.6904296875,12020.6103515625,12060.08984375,92920300
2018-03-08,12355.5703125,12382.6904296875,12177.1201171875,12237.9404296875,97759800
2018-03-09,12346.6796875,12407.98046875,12284.5703125,12331.6396484375,96109700
2018-03-12,12418.3896484375,12454.9599609375,12361.009765625,12453.2998046875,136801400
2018-03-13,12221.0302734375,12459.900390625,12162.4697265625,12425.6904296875,131887900
2018-03-14,12237.740234375,12322.8896484375,12202.759765625,12212.490234375,104202200
2018-03-15,12345.5595703125,12378.3896484375,12239.9599609375,12284.1396484375,106658200
2018-03-16,12389.580078125,12454.01953125,12337.6201171875,12345.5595703125,212840100
2018-03-19,12217.01953125,12369.76953125,12183.7900390625,12346.509765625,97309700
2018-03-20,12307.330078125,12320.0,12191.5498046875,12261.1904296875,72907500
2018-03-21,12309.150390625,12344.08984375,12250.3701171875,12336.759765625,108917200
2018-03-22,12100.080078125,12267.169921875,12009.5,12187.73046875,138428600
2018-03-23,11886.3095703125,12001.7802734375,11818.7001953125,11995.509765625,145617800
2018-03-26,11787.259765625,11984.5,11726.6201171875,11919.6396484375,99857900
2018-03-27,11970.830078125,12042.7802734375,11927.91015625,11996.349609375,98677800
2018-03-28,11940.7099609375,11961.16015625,11770.400390625,11868.080078125,113396700
2018-03-29,12096.73046875,12151.3095703125,11942.2802734375,11956.33984375,111589200
2018-04-03,12002.4501953125,12069.48046875,11913.6201171875,11997.4697265625,95226700
2018-04-04,11957.900390625,12011.1201171875,11792.349609375,12000.4697265625,107305000
2018-04-05,12305.1904296875,12322.3701171875,12135.6396484375,12153.6103515625,109092300
2018-04-06,12241.26953125,12290.0302734375,12202.0498046875,12242.9404296875,87009100
2018-04-09,12261.75,12371.1103515625,12205.3896484375,12311.01953125,77287300
2018-04-10,12397.3203125,12428.900390625,12334.9501953125,12389.900390625,99355700
2018-04-11,12293.9697265625,12381.5302734375,12256.58984375,12372.0703125,98812700
2018-04-12,12415.009765625,12434.240234375,12263.7001953125,12282.3896484375,82053600
2018-04-13,12442.400390625,12523.9697265625,12411.650390625,12461.3095703125,76693800
2018-04-16,12391.41015625,12487.0400390625,12375.6298828125,12478.990234375,62656800
2018-04-17,12585.5703125,12614.25,12417.259765625,12443.2001953125,85350700
2018-04-18,12590.830078125,12640.25,12548.4501953125,12597.580078125,83029000
2018-04-19,12567.419921875,12595.6103515625,12534.6298828125,12595.6103515625,70668500
2018-04-20,12540.5,12585.3701171875,12490.76953125,12555.9599609375,111680200
2018-04-23,12572.3896484375,12588.23046875,12466.4697265625,12538.16015625,78154600
2018-04-24,12550.8203125,12647.16015625,12481.2998046875,12602.41015625,106073600
2018-04-25,12422.2998046875,12484.7802734375,12312.26953125,12456.8203125,108576800
2018-04-26,12500.4697265625,12503.2197265625,12383.9501953125,12395.900390625,119856800
2018-04-27,12580.8701171875,12627.7099609375,12518.0302734375,12572.7197265625,0
2018-04-30,12612.1103515625,12622.9296875,12563.740234375,12606.26953125,96521000
2018-05-02,12802.25,12827.5400390625,12605.3798828125,12610.7802734375,110911800
2018-05-03,12690.150390625,12798.16015625,12665.330078125,12775.66015625,98817100
2018-05-04,12819.599609375,12819.599609375,12707.8603515625,12733.1904296875,99070000
2018-05-07,12948.1396484375,12961.0498046875,12813.5498046875,12827.4296875,64800000
2018-05-08,12912.2099609375,12933.669921875,12855.08984375,12924.23046875,95587900
2018-05-09,12943.0595703125,12962.51953125,12890.3798828125,12917.8203125,102677600
2018-05-10,13022.8701171875,13034.2099609375,12928.509765625,12975.08984375,72155400
2018-05-11,13001.240234375,13033.2998046875,12964.0,13023.0,83673800
2018-05-14,12977.7099609375,13015.099609375,12927.240234375,13009.830078125,77168000
2018-05-15,12970.0400390625,13006.33984375,12918.2900390625,12947.9697265625,106592400
2018-05-16,12996.330078125,13030.759765625,12960.5302734375,12983.490234375,104171700
2018-05-17,13114.6103515625,13114.6298828125,12981.8896484375,12985.1396484375,92016400
2018-05-18,13077.7197265625,13133.1904296875,13051.1298828125,13115.6298828125,124262900
2018-05-22,13169.919921875,13204.3095703125,13061.76953125,13132.5595703125,109116500
2018-05-23,12976.83984375,13148.0498046875,12929.900390625,13138.830078125,105439100
2018-05-24,12855.08984375,13006.4404296875,12801.8203125,12955.9404296875,143763000
2018-05-25,12938.009765625,13002.4697265625,12852.169921875,12917.150390625,104044700
2018-05-28,12863.4599609375,13040.6298828125,12828.259765625,13016.5498046875,69766800
2018-05-29,12666.509765625,12803.2900390625,12608.7001953125,12786.150390625,153964500
2018-05-30,12783.759765625,12783.759765625,12663.3701171875,12693.330078125,122609400
2018-05-31,12604.8896484375,12803.599609375,12547.6103515625,12796.16015625,184309000
2018-06-01,12724.26953125,12800.4501953125,12660.7900390625,12678.0703125,123414600
2018-06-04,12770.75,12846.259765625,12714.0302734375,12839.4404296875,84511600
2018-06-05,12787.1298828125,12925.240234375,12753.2998046875,12766.16015625,107898300
2018-06-06,12830.0703125,12872.900390625,12729.23046875,12813.3896484375,106976800
2018-06-07,12811.0498046875,12914.849609375,12760.5400390625,12877.849609375,94068000
2018-06-08,12766.5498046875,12795.6396484375,12610.6796875,12668.76953125,115025300
2018-06-11,12842.91015625,12861.9501953125,12751.66015625,12816.3203125,108719300
2018-06-12,12842.2998046875,12948.51953125,12816.0703125,12924.0302734375,100645600
2018-06-13,12890.580078125,12905.669921875,12781.23046875,12857.16015625,105696700
2018-06-14,13107.099609375,13135.9697265625,12800.66015625,12806.0703125,136091200
2018-06-15,13010.5498046875,13170.0498046875,13010.5400390625,13115.849609375,257670500
2018-06-18,12834.1103515625,12982.919921875,12784.48046875,12945.5302734375,89102600
2018-06-19,12677.9697265625,12708.7099609375,12594.509765625,12647.0703125,102502200
2018-06-20,12695.16015625,12760.2001953125,12670.7802734375,12731.66015625,89617400
2018-06-21,12511.91015625,12719.4501953125,12472.98046875,12699.7099609375,111154800
2018-06-22,12579.7197265625,12579.7197265625,12486.259765625,12507.7197265625,83725600
2018-06-25,12270.330078125,12518.8896484375,12270.330078125,12497.48046875,98566500
2018-06-26,12234.33984375,12355.8603515625,12188.5,12333.4404296875,62457100
2018-06-27,12348.6103515625,12439.91015625,12124.8701171875,12247.75,127889100
2018-06-28,12177.23046875,12375.3701171875,12104.41015625,12289.8095703125,107207500
2018-06-29,12306.0,12382.8701171875,12260.91015625,12322.6396484375,114043400
2018-07-02,12238.169921875,12301.9296875,12132.7197265625,12147.9404296875,93436600
2018-07-03,12349.1396484375,12428.1396484375,12278.3896484375,12321.0703125,93526400
2018-07-04,12317.6103515625,12350.6796875,12284.5595703125,12323.75,78417600
2018-07-05,12464.2900390625,12516.509765625,12361.8603515625,12363.0498046875,114460400
2018-07-06,12496.169921875,12508.080078125,12426.400390625,12506.26953125,0
2018-07-09,12543.8896484375,12559.9697265625,12490.400390625,12541.740234375,74724300
2018-07-10,12609.849609375,12639.7900390625,12530.7099609375,12580.3095703125,81853500
2018-07-11,12417.1298828125,12514.75,12398.4697265625,12506.990234375,84350300
2018-07-12,12492.9697265625,12505.2001953125,12408.6298828125,12464.0595703125,72314800
2018-07-13,12540.73046875,12583.7900390625,12499.2998046875,12549.23046875,0
2018-07-16,12561.01953125,12604.240234375,12506.990234375,12530.98046875,97107500
2018-07-17,12661.5400390625,12688.5,12522.0498046875,12566.9697265625,91976300
2018-07-18,12765.9404296875,12778.9599609375,12715.51953125,12728.41015625,87635000
2018-07-19,12686.2900390625,12759.419921875,12658.3701171875,12740.6796875,75493900
2018-07-20,12561.419921875,12706.83984375,12469.5,12664.4501953125,106490300
2018-07-23,12548.5703125,12565.1201171875,12489.330078125,12510.23046875,65205400
2018-07-24,12689.3896484375,12755.26953125,12585.91015625,12590.7900390625,90068800
2018-07-25,12579.330078125,12695.1201171875,12538.1201171875,12685.6796875,80817800
2018-07-26,12809.23046875,12827.7099609375,12701.5595703125,12732.8798828125,105931000
2018-07-27,12860.400390625,12886.830078125,12815.1201171875,12825.75,95634400
2018-07-30,12798.2001953125,12848.9501953125,12798.2001953125,12822.8701171875,70725000
2018-07-31,12805.5,12860.58984375,12739.830078125,12809.740234375,106509800
2018-08-01,12737.0498046875,12833.1103515625,12706.33984375,12826.7001953125,93510500
2018-08-02,12546.330078125,12619.599609375,12493.2001953125,12617.6298828125,103271900
2018-08-03,12615.759765625,12644.51953125,12561.6201171875,12572.6103515625,79345300
2018-08-06,12598.2099609375,12715.7802734375,12538.349609375,12631.400390625,65599400
2018-08-07,12648.1904296875,12738.5302734375,12646.16015625,12656.8701171875,87114600
2018-08-08,12633.5400390625,12704.580078125,12586.23046875,12622.98046875,89371000
2018-08-09,12676.1103515625,12696.51953125,12577.33984375,12623.1396484375,71701900
2018-08-10,12424.349609375,12585.830078125,12390.400390625,12574.2001953125,0
2018-08-13,12358.740234375,12396.8603515625,12323.2001953125,12346.75,92773600
2018-08-14,12358.8701171875,12461.8203125,12294.900390625,12444.6298828125,82021800
2018-08-15,12163.009765625,12428.5595703125,12120.650390625,12400.26953125,99703000
2018-08-16,12237.169921875,12251.400390625,12168.919921875,12202.1298828125,81469900
2018-08-17,12210.5498046875,12244.669921875,12135.6396484375,12242.0595703125,86038300
2018-08-20,12331.2998046875,12373.3603515625,12245.5595703125,12263.009765625,59670900
2018-08-21,12384.490234375,12432.66015625,12316.349609375,12320.5595703125,68597400
2018-08-22,12385.7001953125,12438.66015625,12345.3203125,12355.5302734375,77192800
2018-08-23,12365.580078125,12411.009765625,12353.5498046875,12367.48046875,63669000
2018-08-24,12394.51953125,12444.349609375,12344.4501953125,12396.6904296875,59051400
2018-08-27,12538.3095703125,12562.3701171875,12429.33984375,12462.75,52201900
2018-08-28,12527.419921875,12597.01953125,12527.419921875,12578.650390625,72899400
2018-08-29,12561.6796875,12569.0595703125,12499.5302734375,12553.8603515625,58192500
2018-08-30,12494.240234375,12529.2998046875,12400.1201171875,12516.5498046875,73686200
2018-08-31,12364.0595703125,12426.8603515625,12348.91015625,12418.259765625,90277000
